China Sklad SAFA,,
Треккод,Дата прибытие,Путь
777172827540530,20.10.2023,Авиа Урумчи
9856142507708,20.10.2023,Авиа Урумчи
463168403759216,20.10.2023,Авиа Урумчи
78732617366999,20.10.2023,Авиа Урумчи
78373998584805 / 496979,20.10.2023,Авиа Урумчи
JT5227294312576 / 442316,20.10.2023,Авиа Урумчи
78732687982078,20.10.2023,Авиа Урумчи
JT3049830479536,20.10.2023,Авиа Урумчи
78373889681208 / 333387,20.10.2023,Авиа Урумчи
777172396156234,20.10.2023,Авиа Урумчи
777172933352604,20.10.2023,Авиа Урумчи
777172283865647,20.10.2023,Авиа Урумчи
JT5227061339991 / 534546,20.10.2023,Авиа Урумчи
78373599485055,20.10.2023,Авиа Урумчи
463169570897732,20.10.2023,Авиа Урумчи
78373999716354 / 079673,20.10.2023,Авиа Урумчи
463168375451243,20.10.2023,Авиа Урумчи
JT5227336601658 / 009941,20.10.2023,Авиа Урумчи
JT5227136569267,20.10.2023,Авиа Урумчи
463179110938945,20.10.2023,Авиа Урумчи
78373575479421,20.10.2023,Авиа Урумчи
78373999012609 / 636269,20.10.2023,Авиа Урумчи
78373530719067,20.10.2023,Авиа Урумчи
78373659592439,20.10.2023,Авиа Урумчи
78732518773642,20.10.2023,Авиа Урумчи
463170632106281,20.10.2023,Авиа Урумчи
JT5227184374434 / 493851,20.10.2023,Авиа Урумчи
463173861394774,20.10.2023,Авиа Урумчи
777172377969662,20.10.2023,Авиа Урумчи
78373887580165 / 104880,20.10.2023,Авиа Урумчи
78373604866195,20.10.2023,Авиа Урумчи
78373841717879 / 182786,20.10.2023,Авиа Урумчи
78373894180208 / 481397,20.10.2023,Авиа Урумчи
78373723359770,20.10.2023,Авиа Урумчи
78373645151969,20.10.2023,Авиа Урумчи
JT5227110666746 / 484229,20.10.2023,Авиа Урумчи
463179628385959,20.10.2023,Авиа Урумчи
463171189296326,20.10.2023,Авиа Урумчи
78373702500588,20.10.2023,Авиа Урумчи
9856148720440,20.10.2023,Авиа Урумчи
463162418271962,20.10.2023,Авиа Урумчи
463164518143941,20.10.2023,Авиа Урумчи
9856103244264,20.10.2023,Авиа Урумчи
78372844325611,20.10.2023,Авиа Урумчи
78372839093394,20.10.2023,Авиа Урумчи
777171638433467,20.10.2023,Авиа Урумчи
YT8931785534149,20.10.2023,Авиа Урумчи
777170591728970,20.10.2023,Авиа Урумчи
463162701912834,20.10.2023,Авиа Урумчи
JT5226110834929,20.10.2023,Авиа Урумчи
463163907310213,20.10.2023,Авиа Урумчи
777172126005240,20.10.2023,Авиа Урумчи
463163907321013,20.10.2023,Авиа Урумчи
777171391049786,20.10.2023,Авиа Урумчи
463173296339634,20.10.2023,Авиа Урумчи
YT8931550816896,20.10.2023,Авиа Урумчи
777171304651831,20.10.2023,Авиа Урумчи
JT5226090542999,20.10.2023,Авиа Урумчи
78731572083614,20.10.2023,Авиа Урумчи
777171477671125,20.10.2023,Авиа Урумчи
JT5225971641380,20.10.2023,Авиа Урумчи
777170543829269,20.10.2023,Авиа Урумчи
463162701932892,20.10.2023,Авиа Урумчи
YT8932120805944,20.10.2023,Авиа Урумчи
463163819987675,20.10.2023,Авиа Урумчи
777171304651326,20.10.2023,Авиа Урумчи
777172034176131,20.10.2023,Авиа Урумчи
78373037690596,20.10.2023,Авиа Урумчи
YT8931854178797,20.10.2023,Авиа Урумчи
78373037690994,20.10.2023,Авиа Урумчи
777171461507624,20.10.2023,Авиа Урумчи
SF1519824220116,22.10.2023,Авиа Урумчи
777172568361753,22.10.2023,Авиа Урумчи
YT7421034616878,22.10.2023,Авиа Урумчи
463176177566257,22.10.2023,Авиа Урумчи
JT5227449559068,22.10.2023,Авиа Урумчи
463179294746769,22.10.2023,Авиа Урумчи
78374367167849 / 980008,22.10.2023,Авиа Урумчи
78374141024326,22.10.2023,Авиа Урумчи
JT5227894802407 / 251326,22.10.2023,Авиа Урумчи
JT5228165433564 / 648385,22.10.2023,Авиа Урумчи
463179358595960,22.10.2023,Авиа Урумчи
JT5227844316500 / 352459,22.10.2023,Авиа Урумчи
78374082031556,22.10.2023,Авиа Урумчи
78374280674151 / 271211,22.10.2023,Авиа Урумчи
JT5227951585935 / 593575,22.10.2023,Авиа Урумчи
78374127007667,22.10.2023,Авиа Урумчи
777172532053131,22.10.2023,Авиа Урумчи
78374459734199,22.10.2023,Авиа Урумчи
78374062542134,22.10.2023,Авиа Урумчи
78374064519234,22.10.2023,Авиа Урумчи
JT5227465218129,22.10.2023,Авиа Урумчи
78374107130559,22.10.2023,Авиа Урумчи
777172540002793,22.10.2023,Авиа Урумчи
JT5227415309796,22.10.2023,Авиа Урумчи
777173125276228,22.10.2023,Авиа Урумчи
463179229658662,22.10.2023,Авиа Урумчи
777171885895478,22.10.2023,Авиа Урумчи
1209324982726 / 694341,22.10.2023,Авиа Урумчи
78373077769815,22.10.2023,Авиа Урумчи
777172979127371,22.10.2023,Авиа Урумчи
JT5228133528966 / 681980,22.10.2023,Авиа Урумчи
JT5228163205571,22.10.2023,Авиа Урумчи
78373930779222,22.10.2023,Авиа Урумчи
78374622561516,22.10.2023,Авиа Урумчи
78374099823530,22.10.2023,Авиа Урумчи
YT8932725430204,22.10.2023,Авиа Урумчи
777172544152184,22.10.2023,Авиа Урумчи
JT5227354525396,22.10.2023,Авиа Урумчи
JT5228158157037 / 676434,22.10.2023,Авиа Урумчи
JT5227859251598 / 842449,22.10.2023,Авиа Урумчи
1209380515326 / 980631,22.10.2023,Авиа Урумчи
78374023074695,22.10.2023,Авиа Урумчи
777172491662884,22.10.2023,Авиа Урумчи
JT5227448581323,22.10.2023,Авиа Урумчи
777172821437510,22.10.2023,Авиа Урумчи
JT5227906663435 / 913109,22.10.2023,Авиа Урумчи
777173071518565,22.10.2023,Авиа Урумчи
78374384862935,22.10.2023,Авиа Урумчи
78374216012539,22.10.2023,Авиа Урумчи
78374407183121 / 391404,22.10.2023,Авиа Урумчи
463172016120376,22.10.2023,Авиа Урумчи
78373893685196 / 851516,22.10.2023,Авиа Урумчи
78732882202354,22.10.2023,Авиа Урумчи
78373941763106,22.10.2023,Авиа Урумчи
JT5227343396740,22.10.2023,Авиа Урумчи
YT8932634172893,22.10.2023,Авиа Урумчи
YT8932657651342,22.10.2023,Авиа Урумчи
78373577118947,22.10.2023,Авиа Урумчи
78373989227702,22.10.2023,Авиа Урумчи
78374196049325 / 335556,22.10.2023,Авиа Урумчи
YT8932717696371,22.10.2023,Авиа Урумчи
JT5227274264858 / 936487,22.10.2023,Авиа Урумчи
777172516290291,22.10.2023,Авиа Урумчи
78374202115448 / 240125,22.10.2023,Авиа Урумчи
78374082350106 / 339403,22.10.2023,Авиа Урумчи
78373713912603,22.10.2023,Авиа Урумчи
1209390390726 / 754683,22.10.2023,Авиа Урумчи
78373826900295,22.10.2023,Авиа Урумчи
78374196763565 / 388071,22.10.2023,Авиа Урумчи
463174448777288,22.10.2023,Авиа Урумчи
777173051909875,22.10.2023,Авиа Урумчи
JT5227425831655 / 103808,22.10.2023,Авиа Урумчи
JT5227447397775 / 916738,22.10.2023,Авиа Урумчи
JT5227401769120,22.10.2023,Авиа Урумчи
YT8932618923651,22.10.2023,Авиа Урумчи
9872589896812,22.10.2023,Авиа Урумчи
777173054876145,22.10.2023,Авиа Урумчи
463170540966974,22.10.2023,Авиа Урумчи
YT2507902246325,22.10.2023,Авиа Урумчи
78373903957514,22.10.2023,Авиа Урумчи
JT5227104081124,22.10.2023,Авиа Урумчи
JT5227076556912 / 623975,22.10.2023,Авиа Урумчи
JT5227361623238 / 824878,22.10.2023,Авиа Урумчи
78374088035796 / 158242,22.10.2023,Авиа Урумчи
463168774218805,22.10.2023,Авиа Урумчи
463178088286156,22.10.2023,Авиа Урумчи
JT5227103907507,22.10.2023,Авиа Урумчи
JT5227447447940 / 580671,22.10.2023,Авиа Урумчи
JT5227300594498,22.10.2023,Авиа Урумчи
JT5227116437921,22.10.2023,Авиа Урумчи
JT5227204337361,22.10.2023,Авиа Урумчи
773249206762998,22.10.2023,Авиа Урумчи
JT5227106225755 / 632411,22.10.2023,Авиа Урумчи
JT5227187654693 / 533406,22.10.2023,Авиа Урумчи
433500306092482,22.10.2023,Авиа Урумчи
78373635355059,22.10.2023,Авиа Урумчи
JT5227307098848,22.10.2023,Авиа Урумчи
463169669654794,22.10.2023,Авиа Урумчи
777172855780340,22.10.2023,Авиа Урумчи
JT5227120966609,22.10.2023,Авиа Урумчи
JT5227303648159,22.10.2023,Авиа Урумчи
JT5227019701612,22.10.2023,Авиа Урумчи
JT5227347689258 / 783155,22.10.2023,Авиа Урумчи
463170968767917,22.10.2023,Авиа Урумчи
777172853088988,22.10.2023,Авиа Урумчи
777172995700494,22.10.2023,Авиа Урумчи
1204292699126,22.10.2023,Авиа Урумчи
777173131173556,22.10.2023,Авиа Урумчи
JT5227193741157 / 646398,22.10.2023,Авиа Урумчи
JT5227247002694,22.10.2023,Авиа Урумчи
JT5227466557210 / 304243,22.10.2023,Авиа Урумчи
JT5227051368937,22.10.2023,Авиа Урумчи
JT5227300925568,22.10.2023,Авиа Урумчи
78373555479436,22.10.2023,Авиа Урумчи
YT8932672150741,22.10.2023,Авиа Урумчи
YT8932513105415,22.10.2023,Авиа Урумчи
777171911554296,22.10.2023,Авиа Урумчи
9856156478274,22.10.2023,Авиа Урумчи
777171907790353,22.10.2023,Авиа Урумчи
YT8932271034972,22.10.2023,Авиа Урумчи
777171911556167,22.10.2023,Авиа Урумчи
9856054528314,22.10.2023,Авиа Урумчи
78373169875004,22.10.2023,Авиа Урумчи
JT5226711632106,22.10.2023,Авиа Урумчи
JT5226660398992,22.10.2023,Авиа Урумчи
YT8932686377488,22.10.2023,Авиа Урумчи
777171894007721,22.10.2023,Авиа Урумчи
YT8932297609598,22.10.2023,Авиа Урумчи
78373254411018,22.10.2023,Авиа Урумчи
463173023726836,22.10.2023,Авиа Урумчи
JT5227479755974,22.10.2023,Авиа Урумчи
463173647235815,22.10.2023,Авиа Урумчи
JT5226796878007,22.10.2023,Авиа Урумчи
463163556028031,22.10.2023,Авиа Урумчи
463173722869181,22.10.2023,Авиа Урумчи
463171880440995,22.10.2023,Авиа Урумчи
YT8932270869421,22.10.2023,Авиа Урумчи
YT8932270847689,22.10.2023,Авиа Урумчи
JT0009686395685 / 638661,22.10.2023,Авиа Урумчи
777172861888108,22.10.2023,Авиа Урумчи
JT5226683526144,22.10.2023,Авиа Урумчи
JT5227942202543,22.10.2023,Авиа Урумчи
JT5227429182923 / 104849,22.10.2023,Авиа Урумчи
JT5227844341676,22.10.2023,Авиа Урумчи
JT5227427145608 / 127011,22.10.2023,Авиа Урумчи
JT5227429019999 / 105808,22.10.2023,Авиа Урумчи
JT5227460779314,22.10.2023,Авиа Урумчи
JT5227890882410 / 608848,22.10.2023,Авиа Урумчи
JT3050072876741,22.10.2023,Авиа Урумчи
JT5227418665784,22.10.2023,Авиа Урумчи
JT5227493862240,22.10.2023,Авиа Урумчи
JT5227457359396 / 385075,22.10.2023,Авиа Урумчи
JT5227494236785,22.10.2023,Авиа Урумчи
JT5227428676799 / 296632,22.10.2023,Авиа Урумчи
433495440344654,22.10.2023,Авиа Урумчи
JT5226690735407,22.10.2023,Авиа Урумчи
78373152310283,22.10.2023,Авиа Урумчи
YT89322496315579,22.10.2023,Авиа Урумчи
78373158587636,22.10.2023,Авиа Урумчи
78732051931368,22.10.2023,Авиа Урумчи
YT8932355163808,22.10.2023,Авиа Урумчи
78731865413041,22.10.2023,Авиа Урумчи
777171811970904,22.10.2023,Авиа Урумчи
YT8931641080557,22.10.2023,Авиа Урумчи
78373421742495,22.10.2023,Авиа Урумчи
JT5226300660035,22.10.2023,Авиа Урумчи
9856163599562,22.10.2023,Авиа Урумчи
463165640820974,22.10.2023,Авиа Урумчи
YT8932362264815,22.10.2023,Авиа Урумчи
78372909059876,22.10.2023,Авиа Урумчи
JT5226271379493,22.10.2023,Авиа Урумчи
78372909059070,22.10.2023,Авиа Урумчи
YT8931623485769,22.10.2023,Авиа Урумчи
YT8932513104818,22.10.2023,Авиа Урумчи
YT8932686382257,22.10.2023,Авиа Урумчи
JT3049647574946,22.10.2023,Авиа Урумчи
9856159291136,22.10.2023,Авиа Урумчи
78373292005054,22.10.2023,Авиа Урумчи
YT8932513104876,22.10.2023,Авиа Урумчи
777171870826865,22.10.2023,Авиа Урумчи
78373292005041,22.10.2023,Авиа Урумчи
SF1615147414603,24.10.2023,Авиа Урумчи
JT5227450127588,24.10.2023,Авиа Урумчи
463175261614905,24.10.2023,Авиа Урумчи
463174442168725,24.10.2023,Авиа Урумчи
JT5228155584597,24.10.2023,Авиа Урумчи
463180674089400,24.10.2023,Авиа Урумчи
463180310461348,24.10.2023,Авиа Урумчи
JT5227557786269,24.10.2023,Авиа Урумчи
JT5227971436789,24.10.2023,Авиа Урумчи
YT8933168604612,24.10.2023,Авиа Урумчи
777172489869423,24.10.2023,Авиа Урумчи
463179132666244,24.10.2023,Авиа Урумчи
JT5227596608273,24.10.2023,Авиа Урумчи
YT8933130579700,24.10.2023,Авиа Урумчи
777855,24.10.2023,Авиа Урумчи
777172539695318,24.10.2023,Авиа Урумчи
777172525956421,24.10.2023,Авиа Урумчи
777172792269552,24.10.2023,Авиа Урумчи
JT5227585109638,24.10.2023,Авиа Урумчи
777172494306972,24.10.2023,Авиа Урумчи
JT5228151202133,24.10.2023,Авиа Урумчи
JT5228111262537,24.10.2023,Авиа Урумчи
777173296944250,24.10.2023,Авиа Урумчи
YT8933001006483,24.10.2023,Авиа Урумчи
JT5227646147292,24.10.2023,Авиа Урумчи
JT5228061194708,24.10.2023,Авиа Урумчи
YT8933007442539,24.10.2023,Авиа Урумчи
JT5228025443721,24.10.2023,Авиа Урумчи
JT5227451698700,24.10.2023,Авиа Урумчи
463180366785778,24.10.2023,Авиа Урумчи
777172539936101,24.10.2023,Авиа Урумчи
78374152490784,24.10.2023,Авиа Урумчи
JT5227555406356,24.10.2023,Авиа Урумчи
78374417965383,24.10.2023,Авиа Урумчи
777173306791916,24.10.2023,Авиа Урумчи
YT8932904047636,24.10.2023,Авиа Урумчи
YT8933068538323,24.10.2023,Авиа Урумчи
JT5227857264615,24.10.2023,Авиа Урумчи
777173283226779,24.10.2023,Авиа Урумчи
98880649,24.10.2023,Авиа Урумчи
1213837771826,24.10.2023,Авиа Урумчи
JT5228158701704,24.10.2023,Авиа Урумчи
YT8933218330869,24.10.2023,Авиа Урумчи
JT5228165319593,24.10.2023,Авиа Урумчи
JT5228015447453,24.10.2023,Авиа Урумчи
78374365242335,24.10.2023,Авиа Урумчи
JT5227609206590,24.10.2023,Авиа Урумчи
78374465855648,24.10.2023,Авиа Урумчи
463179953661917,24.10.2023,Авиа Урумчи
78374470888069,24.10.2023,Авиа Урумчи
78374605522912,24.10.2023,Авиа Урумчи
#h5228072464211,24.10.2023,Авиа Урумчи
1214605065526,24.10.2023,Авиа Урумчи
9856148951056,24.10.2023,Авиа Урумчи
1212418279526,24.10.2023,Авиа Урумчи
1209719618326,24.10.2023,Авиа Урумчи
78374291542959,24.10.2023,Авиа Урумчи
78374282050291,24.10.2023,Авиа Урумчи
78374487971124,24.10.2023,Авиа Урумчи
78374360619431,24.10.2023,Авиа Урумчи
78374410236057,24.10.2023,Авиа Урумчи
,24.10.2023,Авиа Урумчи
78374600488751,24.10.2023,Авиа Урумчи
78374416023515,24.10.2023,Авиа Урумчи
78374333908757,24.10.2023,Авиа Урумчи
1211218054526,24.10.2023,Авиа Урумчи
JT5228149680252,24.10.2023,Авиа Урумчи
JT5227552894471,24.10.2023,Авиа Урумчи
78374422358762,24.10.2023,Авиа Урумчи
78374414996870,24.10.2023,Авиа Урумчи
78374203022845,24.10.2023,Авиа Урумчи
78374251849267,24.10.2023,Авиа Урумчи
JT5228139439630,24.10.2023,Авиа Урумчи
78374411196183,24.10.2023,Авиа Урумчи
1211314323526,24.10.2023,Авиа Урумчи
1211157556426,24.10.2023,Авиа Урумчи
JT5228131699643,24.10.2023,Авиа Урумчи
JT5228074122455,24.10.2023,Авиа Урумчи
78374276993016,24.10.2023,Авиа Урумчи
78374299406019,24.10.2023,Авиа Урумчи
